date,spell-token,illuvium,polyswarm,hackenai,mercurial,bitcoin,ethereum,solana,polkadot,cardano,dogecoin,terra-luna,avalanche-2,litecoin,bitcoin-cash,cosmos,matic-network,filecoin,stellar,vechain,axie-infinity,thorchain,sushi,compound-governance-token,monero,fantom,algorand,tezos,waves,harmony,zilliqa,flow,flux,chainlink,band-protocol,huobi-token,yearn-finance,bitcoin-gold,curve-dao-token,augur,api3,dia-data,uniswap,antimatter,1inch,aave,maker,lido-dao,serum,audius,arweave,bonfida
2021-05-29,0.0,-0.0874741454604292,-0.08492053502394847,-0.17895481964433924,-0.06917333236909617,-0.07552620564480106,-0.11639155052117622,-0.14174538343841592,-0.1101460985030519,-0.08174716600362375,-0.0668762412769246,-0.11559533696759194,-0.1198870239122597,-0.08937757180085526,-0.08040912346310991,-0.10739328777287993,-0.11154249650380521,-0.0621451889101543,-0.051637185983727685,-0.12041117315828542,-0.12554437965420007,-0.20822617286231726,-0.124159200773592,-0.10982511683293728,0.0437395102810878,-0.13038082913217686,-0.07388641943448937,-0.1191099571189097,-0.14200583679745582,-0.1258165315448715,-0.08519199097709307,-0.10223445019648869,5.219157779290384e-05,-0.11156490888818194,-0.13553472215697127,-0.09264764326317287,-0.12373139754782414,-0.10816483714829217,-0.0991955851550228,-0.10191011686111029,-0.11393064549093745,-0.12732887457436537,-0.08677596537321763,-0.10765880277383033,-0.1614485947217279,-0.14413947397901294,-0.12747766905267954,-0.20475093060016092,-0.1487575700551914,-0.14100371073481333,-0.0740998155492959,-0.15412489211585623
2021-05-30,0.23183765260922162,-0.02918018882248119,-0.07741642462604748,-0.050994559153053065,-0.020781741617389327,-0.02136332595177215,-0.0480305142559192,-0.045486395311436834,-0.06336150874188373,-0.05649027222041858,-0.02048233231069585,-0.05802890088045298,-0.03263167450843307,-0.058785833414855326,-0.042438233856782026,-0.03645456872532171,-0.07525829354447044,0.03579530484043025,-0.07533662940422392,-0.08483709937967687,0.17914453903356709,-0.06388306700720947,-0.038825877163882416,-0.04977508863221547,-0.06056420802411888,-0.06808107836107391,-0.05919470557376161,-0.049444265348051575,-0.04377566001216371,-0.07894294122627299,-0.09241247750567161,0.024005747617909634,-0.201685904084267,-0.08637065112363551,-0.08405210240210481,0.029265392172904692,-0.032623932201416794,-0.04220386513269525,0.07316580514854465,-0.045757042225528566,0.04260718495029847,-0.0540620400044568,-0.101236179512457,-0.07096258308645353,-0.058183977741398385,-0.062235442532220686,-0.049803186035819236,-0.049462056700865675,-0.0483172241373121,-0.080899607379464,-0.09210122514102848,-0.06676848491733389
2021-05-31,0.23885908658546984,0.06779746421079702,0.0926175933988933,-0.03786053672354883,0.02254626175520702,0.022047715887412167,0.035723193920436325,0.03050781212705589,0.015359677365148983,0.09960539140869851,-0.011929161033338631,0.12087219768822122,0.01450158510198074,0.029384469477244712,-0.001441381361985239,0.01819999488351076,0.09288117033753496,-0.009156695328458975,0.01687697655078413,0.08111734416889615,-0.08389791571663907,0.06696397528227127,0.062435943840146724,0.13273951767853243,0.05423499934962117,0.0440575026796024,0.0011515138262836455,0.01470040587816901,-0.030683657795668395,0.08935218617853291,0.04200598642123787,0.006144218353976383,0.2505208614174952,0.05042829670660476,0.07498654878554323,-0.029672536350885625,0.05274924137778614,0.001984515427430278,-0.03989665774048068,-0.0037331107922370377,0.01135673690099459,0.08222734967840806,0.09587780126299283,0.008401569042045143,0.11117498108621926,0.08128760669163526,0.07070796065713902,0.11967523320448414,0.043991293520766694,0.03388499667548861,0.08193498883874062,0.05897531487508756
2021-06-01,-0.05950677335545507,0.10695701999177265,0.026689749225585313,-0.004130816994611708,-0.004840110906343842,0.04557490182581425,0.13006198274967518,0.14579255342639375,0.14300608633380407,0.10916676567577022,0.08355422047864125,0.05867767608780361,0.09684822297409568,0.09711443151286714,0.07447334232568581,0.11268562001553883,0.03749496058643853,0.07357591802139019,0.06758820698953794,0.16153182219120388,0.09420089953045263,0.1560795870137579,0.15365205328201514,0.07260483655366423,0.049478507189632204,0.09384202878417458,0.10815923147832396,0.09712677186889507,0.059938086530681334,0.17613014083633427,0.0969280149959606,0.020678052431222893,0.16013468806017084,0.187771612580512,0.22109066530967936,0.052694495800964525,0.12487372876961245,0.09116025379080361,0.1638762276870982,0.05591254065632989,0.12556543855689006,0.08216237526946335,0.10262482001889617,0.2025276184905045,0.10678074444288921,0.1788134053666388,0.08280580707533058,0.19529069743273708,0.10462729220579092,0.06374027111221925,0.08154973602445881,0.12303127555539373
2021-06-02,-0.20579791888787335,-0.007820925807768275,-0.03267673259650761,0.33302998278105655,-0.024114327828757,-0.01489294177170275,-0.025358816813392804,-0.0509993740106659,-0.015254259049569896,0.000809701199987023,0.143159095321312,-0.04117092170249648,-0.01203378539989286,-0.02302545526357125,-0.024772812547684264,-0.009432499969524555,-0.03457574960188636,-0.04040761612492738,0.056866705085609315,-0.033452749800133685,-0.05068554258570368,-0.09031734263686086,-0.026025155875297745,-0.01521097236365454,-0.025301387592363,-0.033398318598519605,-0.03541878026474776,0.02532283121842771,-0.037517464722178984,-0.030260851221355134,0.021034977144671174,-0.004804756946432898,-0.009426873172935557,-0.03478102583390974,-0.051068904831870654,0.022367737744714233,-0.040060278297651575,-0.06759372588773971,0.053077477330435,-0.039711810062822206,-0.07928113246636426,-0.04396696931614552,-0.030430279567302376,-0.19408326711920887,-0.023897971681989927,-0.023795515238057452,0.002861814211467806,-0.05744125737058248,-0.03129482800368544,0.05037059023727908,0.0027303406371186334,-0.04215078344426748
2021-06-03,0.23331308363685688,0.04830860462256692,-0.0869792846965497,0.0640202484128134,0.009434779858696452,0.02294808639706969,0.02879233061895259,0.10048494840554589,0.14092682933927092,0.009556533901692088,0.14430547492252144,0.10314293200293534,0.05149767433525443,0.026261837670613408,0.010257023489081973,0.07921172431492529,-0.014557022457911462,0.014059610517392018,-0.0036333951593243707,0.04004624035641835,0.0056190357742507135,0.07580323817968315,0.045302841372267144,0.019460883703391163,0.10198556662121216,0.1412160855482374,0.1379675124259503,0.03283447638584369,0.1265275702939499,0.03619363310457491,0.051569702673594175,0.05763723216752292,0.0636249444220145,-0.0014784980365174505,0.0063121612262992954,0.07634168322296064,0.0017426613678104275,0.0508638297386641,0.03412054140780696,0.07285297961722725,0.014662085248922319,0.04343563337916567,0.009598152063124532,0.055344960062247095,0.1207981067959103,0.032458993266706315,-0.004457266548281047,0.0739827366946677,0.06563784487252011,0.22022382119380524,0.10032145162917194,0.07187393227108485
2021-06-04,0.24501674917584526,0.017825669947262757,0.02692956244958422,-0.06295327723067345,-0.004624594178741281,0.04062187614442303,0.059151489233161714,0.1794055259802103,0.04262003767381595,0.049654674484350236,-0.0679129879342516,0.12444282662062078,0.08778235226063669,0.03335850243179328,0.033988695942357205,0.12609217347567214,0.02034399413596044,0.30733947025834163,0.009373083871142995,0.1415297164781688,0.016367899232956784,0.0767996774122024,0.04794139047437174,0.037459461462357346,0.058698130906145396,0.08217563460255128,0.0938814964828758,0.02233919544604457,0.03207380582490171,0.09092866999533022,0.13722281679299653,0.04826218089725898,0.0613746297728357,0.05254187698462087,0.0640658534463816,0.019702604786566935,0.017756354482308945,0.04264331045664549,0.06440410006778596,0.05494576217379654,0.06903413933357605,0.06094406045515077,0.03923788295508879,-0.0512397508727197,0.034623060123083915,0.03621416041599046,0.02840679502639687,0.04362821639750347,0.09373371468458802,0.01919305324458831,0.10669328882026874,0.13420573910603673
2021-06-05,-0.06516018113388289,-0.06166216118824819,0.020356517848058253,-0.057814136072157685,-0.007798375930123891,-0.05647304744183579,-0.06280156898837075,-0.06527019540785384,-0.07911300264471277,-0.07650583477792805,-0.050890677499755954,-0.1675477497956568,-0.10169149566418356,-0.07734231599305819,-0.067042033470185,-0.09663385524721968,-0.10987384227241304,-0.02688833320160766,-0.09794704964960521,-0.08900722203408895,-0.09271207512415347,-0.13460336094143444,-0.09674355099144427,-0.10754138531870971,-0.07611939005272395,-0.12168878639967573,-0.0824637652821657,-0.08480465617736077,-0.09914436266253435,-0.10875759614113867,-0.09990353532488117,0.0032871710186417324,-0.14060478736514748,-0.10276291180950836,-0.09873066260897767,-0.07108694043531438,-0.07546397027038176,-0.08860458260596904,0.07091956461644289,-0.09418617223371517,-0.0885842654433574,-0.12265833536651893,-0.07764144575820353,-0.023234824346183514,-0.03528750779772494,-0.061035905833452975,0.0161709840721882,-0.07678926681822773,-0.11809029227773649,-0.09309607619128957,-0.15084956169838093,-0.06927962716372282
2021-06-06,-0.2155781111528723,-0.011125598483505916,-0.008773034991608752,-0.08252778789024606,0.004229472925595612,-0.04168280782285427,-0.03274112331386203,0.0330952575767367,-0.05599794828642024,-0.030799959360873652,-0.018684065854428722,-0.056657538468860125,-0.06376761032459721,-0.04014782857736843,-0.040374601864449744,-0.02457198444276376,-0.07005029866351553,0.0005182741069060803,-0.022265377996012137,-0.05008790857064316,-0.04022344596056704,-0.093254757740167,-0.0401792372089268,-0.047046990470694605,-0.08366937903589122,-0.07777203656557963,-0.05784850420380194,-0.050489984736638016,0.011744555725409223,-0.0699023140838747,-0.05612889272556365,-0.06372655778257208,-0.04212728736893301,-0.06913109601653433,-0.04533229474102629,-0.022778540537659264,-0.016824569480324736,-0.04902994429577168,-0.0653198511140991,-0.023161042883957372,0.001146018031096041,-0.06642457782409572,-0.04133095688898858,-0.005209382698196707,0.0636024556011281,-0.05896800214115694,-0.058378526416629994,-0.03951993135000609,-0.03440849116695577,-0.03954420814414772,-0.029272213819695247,0.012286824707673283
2021-06-07,0.06824806881772405,0.023052568289869457,0.02103813147261646,-0.006839069241717843,0.004365246361507591,0.01239617751116362,0.04063295938566802,0.08451719489876686,0.020120919355525624,0.011801950213696122,0.005206088729764913,0.030882181295879052,0.014188573663002746,0.024646799454611568,0.011011076195337477,0.02041416076803282,0.040469894678553775,-0.011848782450382234,0.01414708315297264,0.026000918759217617,0.04609021876853103,0.019691735854535874,0.008173678276895968,0.010562863435942704,0.03487905055003804,0.09178468803387174,0.05580457177613063,0.13856398187005037,0.17766788919651533,0.04491838635564238,0.035283905995936005,0.013458449686711615,-0.013560961505059366,0.017701466711738556,0.01650319546318002,-0.019942278151318438,0.025439342541085708,0.0319682176205931,-0.018549594466559682,0.04944287664982805,0.04546926855209921,0.056473059947198756,0.01627108041319869,-0.02915374083008193,0.07199711808080078,0.03219968766119474,0.0218089494360294,-0.009211669928155919,0.04752182488104206,0.0465732265314196,0.02360378620302339,0.05291015432331747
